transaction_id,date,year,month,day,day_of_week,category,product_name,unit_price,quantity,total_amount,discount_percent,discount_amount,final_amount,region,customer_type,payment_method
TXN002922,2023-01-03,2023,1,3,Tuesday,Electronics,MacBook Pro,2417.39,3,7252.17,0,0.0,7252.17,North,VIP,Cash
TXN007833,2023-01-03,2023,1,3,Tuesday,Clothing,Sneakers,99.17,2,198.34,0,0.0,198.34,South,VIP,Cash
TXN006247,2023-01-03,2023,1,3,Tuesday,Electronics,AirPods Pro,228.07,4,912.28,10,91.23,821.05,South,Returning,PayPal
TXN009653,2023-01-03,2023,1,3,Tuesday,Books,Fiction Novel,16.23,3,48.69,0,0.0,48.69,South,New,Bank Transfer
TXN000128,2023-01-03,2023,1,3,Tuesday,Electronics,MacBook Pro,2118.93,2,4237.86,0,0.0,4237.86,East,VIP,Debit Card
TXN003552,2023-01-03,2023,1,3,Tuesday,Home & Garden,Air Purifier,100.22,2,200.44,0,0.0,200.44,South,VIP,Debit Card
TXN003814,2023-01-03,2023,1,3,Tuesday,Clothing,Jacket,163.13,3,489.39,20,97.88,391.51,South,Returning,Bank Transfer
TXN009341,2023-01-03,2023,1,3,Tuesday,Clothing,Dress,106.16,1,106.16,0,0.0,106.16,West,Returning,Debit Card
TXN003642,2023-01-04,2023,1,4,Wednesday,Sports,Running Shoes,96.29,1,96.29,0,0.0,96.29,West,New,Credit Card
TXN006819,2023-01-04,2023,1,4,Wednesday,Home & Garden,Blender,50.46,2,100.92,0,0.0,100.92,East,New,PayPal
TXN007653,2023-01-04,2023,1,4,Wednesday,Clothing,Sneakers,127.52,1,127.52,0,0.0,127.52,South,New,Cash
TXN007979,2023-01-04,2023,1,4,Wednesday,Clothing,Jacket,153.98,1,153.98,0,0.0,153.98,South,Returning,Credit Card
TXN001185,2023-01-04,2023,1,4,Wednesday,Electronics,iPhone 15,1127.27,2,2254.54,20,450.91,1803.63,South,New,Debit Card
TXN002649,2023-01-04,2023,1,4,Wednesday,Sports,Tennis Racket,142.96,1,142.96,0,0.0,142.96,North,Returning,Bank Transfer
TXN005529,2023-01-04,2023,1,4,Wednesday,Home & Garden,Coffee Maker,67.98,1,67.98,0,0.0,67.98,West,New,Debit Card
TXN003396,2023-01-04,2023,1,4,Wednesday,Books,Children Book,16.19,1,16.19,0,0.0,16.19,West,VIP,Bank Transfer
TXN005768,2023-01-04,2023,1,4,Wednesday,Electronics,Apple Watch,487.62,2,975.24,0,0.0,975.24,North,New,Cash
TXN001920,2023-01-04,2023,1,4,Wednesday,Clothing,T-Shirt,44.02,1,44.02,0,0.0,44.02,South,Returning,Debit Card
TXN003765,2023-01-04,2023,1,4,Wednesday,Sports,Bicycle,666.97,2,1333.94,0,0.0,1333.94,East,New,Credit Card
TXN008269,2023-01-05,2023,1,5,Thursday,Home & Garden,Coffee Maker,65.73,2,131.46,0,0.0,131.46,West,Returning,Cash
TXN007153,2023-01-05,2023,1,5,Thursday,Clothing,Jacket,142.55,1,142.55,0,0.0,142.55,East,Returning,Debit Card
TXN009757,2023-01-05,2023,1,5,Thursday,Electronics,AirPods Pro,214.65,1,214.65,0,0.0,214.65,West,Returning,Credit Card
TXN004271,2023-01-05,2023,1,5,Thursday,Clothing,Dress,66.61,1,66.61,0,0.0,66.61,East,New,PayPal
TXN007543,2023-01-05,2023,1,5,Thursday,Sports,Bicycle,318.77,2,637.54,15,95.63,541.91,South,Returning,PayPal
TXN006163,2023-01-05,2023,1,5,Thursday,Clothing,Jeans,52.85,1,52.85,20,10.57,42.28,South,Returning,Debit Card
TXN000934,2023-01-05,2023,1,5,Thursday,Electronics,iPad Air,676.52,1,676.52,0,0.0,676.52,West,VIP,Credit Card
TXN008658,2023-01-05,2023,1,5,Thursday,Home & Garden,Air Purifier,146.19,3,438.57,0,0.0,438.57,South,New,Credit Card
TXN004309,2023-01-05,2023,1,5,Thursday,Books,Self-Help,23.22,1,23.22,0,0.0,23.22,South,Returning,Debit Card
TXN004784,2023-01-05,2023,1,5,Thursday,Home & Garden,Coffee Maker,59.07,1,59.07,0,0.0,59.07,North,Returning,Cash
TXN006207,2023-01-05,2023,1,5,Thursday,Electronics,MacBook Pro,2441.16,1,2441.16,0,0.0,2441.16,North,Returning,Bank Transfer
TXN005641,2023-01-05,2023,1,5,Thursday,Sports,Running Shoes,95.05,2,190.1,0,0.0,190.1,North,Returning,PayPal
TXN005179,2023-01-05,2023,1,5,Thursday,Sports,Tennis Racket,100.26,1,100.26,0,0.0,100.26,West,New,Cash
TXN009374,2023-01-05,2023,1,5,Thursday,Sports,Dumbbell Set,51.49,2,102.98,0,0.0,102.98,South,VIP,Bank Transfer
TXN001735,2023-01-05,2023,1,5,Thursday,Electronics,AirPods Pro,199.89,2,399.78,0,0.0,399.78,East,VIP,Bank Transfer
TXN005818,2023-01-05,2023,1,5,Thursday,Sports,Dumbbell Set,60.09,1,60.09,0,0.0,60.09,South,New,PayPal
TXN005582,2023-01-05,2023,1,5,Thursday,Books,Self-Help,18.08,4,72.32,0,0.0,72.32,North,Returning,Cash
TXN009588,2023-01-05,2023,1,5,Thursday,Clothing,Sneakers,109.54,1,109.54,0,0.0,109.54,West,Returning,Debit Card
TXN007236,2023-01-05,2023,1,5,Thursday,Clothing,Jacket,172.72,3,518.16,0,0.0,518.16,West,Returning,Debit Card
TXN006510,2023-01-05,2023,1,5,Thursday,Clothing,Dress,100.7,1,100.7,0,0.0,100.7,West,Returning,PayPal
TXN003842,2023-01-05,2023,1,5,Thursday,Electronics,MacBook Pro,2494.52,1,2494.52,0,0.0,2494.52,East,Returning,Credit Card
TXN004376,2023-01-05,2023,1,5,Thursday,Electronics,iPhone 15,1173.61,1,1173.61,0,0.0,1173.61,North,Returning,Credit Card
TXN003967,2023-01-05,2023,1,5,Thursday,Home & Garden,Lamp,67.31,2,134.62,0,0.0,134.62,North,New,Credit Card
TXN008342,2023-01-05,2023,1,5,Thursday,Home & Garden,Coffee Maker,102.99,1,102.99,0,0.0,102.99,South,Returning,Credit Card
TXN009856,2023-01-06,2023,1,6,Friday,Sports,Dumbbell Set,70.67,1,70.67,0,0.0,70.67,South,Returning,Cash
TXN003988,2023-01-06,2023,1,6,Friday,Electronics,Apple Watch,457.87,3,1373.61,0,0.0,1373.61,South,New,PayPal
TXN004185,2023-01-06,2023,1,6,Friday,Home & Garden,Coffee Maker,105.12,1,105.12,0,0.0,105.12,East,Returning,Credit Card
TXN000903,2023-01-06,2023,1,6,Friday,Home & Garden,Coffee Maker,82.1,1,82.1,0,0.0,82.1,South,New,Bank Transfer
TXN009372,2023-01-06,2023,1,6,Friday,Home & Garden,Vacuum Cleaner,288.85,4,1155.4,0,0.0,1155.4,East,Returning,Debit Card
TXN002048,2023-01-06,2023,1,6,Friday,Electronics,Apple Watch,438.87,1,438.87,15,65.83,373.04,North,VIP,PayPal
TXN001339,2023-01-06,2023,1,6,Friday,Electronics,AirPods Pro,244.92,2,489.84,0,0.0,489.84,South,VIP,PayPal
TXN009663,2023-01-06,2023,1,6,Friday,Books,Children Book,17.71,5,88.55,0,0.0,88.55,South,New,Debit Card
TXN002933,2023-01-06,2023,1,6,Friday,Books,Children Book,12.54,1,12.54,5,0.63,11.91,South,New,Bank Transfer
TXN004266,2023-01-06,2023,1,6,Friday,Electronics,iPhone 15,1060.37,4,4241.48,0,0.0,4241.48,West,Returning,PayPal
TXN002703,2023-01-06,2023,1,6,Friday,Home & Garden,Lamp,34.97,1,34.97,0,0.0,34.97,South,Returning,Bank Transfer
TXN006392,2023-01-06,2023,1,6,Friday,Clothing,Dress,74.64,1,74.64,0,0.0,74.64,North,Returning,Bank Transfer
TXN000383,2023-01-07,2023,1,7,Saturday,Sports,Yoga Mat,38.1,3,114.3,0,0.0,114.3,East,VIP,Credit Card
TXN003819,2023-01-07,2023,1,7,Saturday,Clothing,Sneakers,103.38,5,516.9,0,0.0,516.9,North,Returning,Cash
TXN008561,2023-01-07,2023,1,7,Saturday,Books,Fiction Novel,12.08,1,12.08,5,0.6,11.48,South,New,Credit Card
TXN005506,2023-01-07,2023,1,7,Saturday,Clothing,Jeans,55.83,2,111.66,0,0.0,111.66,South,VIP,Credit Card
TXN005048,2023-01-07,2023,1,7,Saturday,Home & Garden,Lamp,43.96,5,219.8,20,43.96,175.84,East,Returning,Debit Card
TXN009823,2023-01-07,2023,1,7,Saturday,Books,Tech Book,41.4,1,41.4,15,6.21,35.19,East,Returning,Credit Card
TXN009760,2023-01-07,2023,1,7,Saturday,Home & Garden,Vacuum Cleaner,160.0,2,320.0,0,0.0,320.0,East,Returning,Credit Card
TXN007122,2023-01-07,2023,1,7,Saturday,Electronics,iPad Air,668.57,1,668.57,0,0.0,668.57,South,Returning,Bank Transfer
TXN009703,2023-01-07,2023,1,7,Saturday,Home & Garden,Lamp,40.13,2,80.26,0,0.0,80.26,West,Returning,Cash
TXN000840,2023-01-07,2023,1,7,Saturday,Electronics,AirPods Pro,228.79,1,228.79,0,0.0,228.79,East,Returning,PayPal
TXN009936,2023-01-07,2023,1,7,Saturday,Electronics,Apple Watch,488.02,3,1464.06,0,0.0,1464.06,West,New,Credit Card
TXN007454,2023-01-07,2023,1,7,Saturday,Books,Cookbook,28.84,1,28.84,10,2.88,25.96,East,Returning,Cash
TXN003089,2023-01-07,2023,1,7,Saturday,Electronics,iPad Air,787.32,3,2361.96,0,0.0,2361.96,North,New,PayPal
TXN004314,2023-01-08,2023,1,8,Sunday,Electronics,MacBook Pro,2001.21,1,2001.21,0,0.0,2001.21,South,Returning,Debit Card
TXN004232,2023-01-08,2023,1,8,Sunday,Clothing,Dress,69.41,3,208.23,25,52.06,156.17,East,Returning,PayPal
TXN009933,2023-01-08,2023,1,8,Sunday,Electronics,iPhone 15,1198.14,4,4792.56,0,0.0,4792.56,North,Returning,Bank Transfer
TXN005523,2023-01-08,2023,1,8,Sunday,Sports,Tennis Racket,76.8,2,153.6,0,0.0,153.6,East,VIP,Debit Card
TXN004033,2023-01-08,2023,1,8,Sunday,Books,Fiction Novel,18.64,1,18.64,5,0.93,17.71,West,Returning,Cash
TXN007593,2023-01-08,2023,1,8,Sunday,Sports,Dumbbell Set,92.77,1,92.77,0,0.0,92.77,South,Returning,Cash
TXN005391,2023-01-08,2023,1,8,Sunday,Clothing,Jeans,77.98,1,77.98,0,0.0,77.98,East,VIP,Credit Card
TXN001696,2023-01-08,2023,1,8,Sunday,Books,Self-Help,28.62,2,57.24,0,0.0,57.24,West,New,Cash
TXN008817,2023-01-08,2023,1,8,Sunday,Sports,Tennis Racket,95.69,1,95.69,0,0.0,95.69,West,Returning,Debit Card
TXN005342,2023-01-08,2023,1,8,Sunday,Home & Garden,Blender,45.22,1,45.22,0,0.0,45.22,West,Returning,Bank Transfer
TXN005736,2023-01-08,2023,1,8,Sunday,Books,Fiction Novel,13.87,2,27.74,0,0.0,27.74,South,Returning,Credit Card
TXN004524,2023-01-08,2023,1,8,Sunday,Electronics,MacBook Pro,2345.56,3,7036.68,0,0.0,7036.68,North,New,PayPal
TXN002342,2023-01-08,2023,1,8,Sunday,Books,Cookbook,36.49,3,109.47,0,0.0,109.47,East,Returning,Bank Transfer
TXN002034,2023-01-08,2023,1,8,Sunday,Electronics,MacBook Pro,2489.37,3,7468.11,0,0.0,7468.11,South,Returning,Cash
TXN005676,2023-01-08,2023,1,8,Sunday,Sports,Yoga Mat,39.01,1,39.01,0,0.0,39.01,West,VIP,PayPal
TXN009840,2023-01-08,2023,1,8,Sunday,Books,Self-Help,18.92,1,18.92,0,0.0,18.92,West,Returning,Bank Transfer
TXN006860,2023-01-08,2023,1,8,Sunday,Home & Garden,Blender,47.08,2,94.16,0,0.0,94.16,South,Returning,Cash
TXN007422,2023-01-08,2023,1,8,Sunday,Home & Garden,Air Purifier,107.28,1,107.28,0,0.0,107.28,East,Returning,Bank Transfer
TXN002153,2023-01-08,2023,1,8,Sunday,Books,Cookbook,30.17,2,60.34,0,0.0,60.34,South,New,Credit Card
TXN009833,2023-01-08,2023,1,8,Sunday,Books,Self-Help,22.33,1,22.33,0,0.0,22.33,South,Returning,Credit Card
TXN000167,2023-01-09,2023,1,9,Monday,Home & Garden,Coffee Maker,118.46,5,592.3,0,0.0,592.3,West,Returning,PayPal
TXN004318,2023-01-09,2023,1,9,Monday,Sports,Bicycle,399.21,3,1197.63,0,0.0,1197.63,East,New,Credit Card
TXN004284,2023-01-09,2023,1,9,Monday,Sports,Tennis Racket,96.49,2,192.98,0,0.0,192.98,North,Returning,Credit Card
TXN004680,2023-01-09,2023,1,9,Monday,Sports,Bicycle,520.3,1,520.3,0,0.0,520.3,South,New,Debit Card
TXN005911,2023-01-09,2023,1,9,Monday,Clothing,Dress,78.84,1,78.84,0,0.0,78.84,East,New,Cash
TXN006128,2023-01-09,2023,1,9,Monday,Books,Cookbook,30.32,1,30.32,0,0.0,30.32,West,Returning,Credit Card
TXN004448,2023-01-09,2023,1,9,Monday,Books,Fiction Novel,15.09,1,15.09,0,0.0,15.09,South,Returning,PayPal
TXN009345,2023-01-09,2023,1,9,Monday,Books,Self-Help,16.84,1,16.84,0,0.0,16.84,North,Returning,Cash
TXN008166,2023-01-09,2023,1,9,Monday,Home & Garden,Vacuum Cleaner,169.22,3,507.66,10,50.77,456.89,North,VIP,Cash
TXN009225,2023-01-09,2023,1,9,Monday,Sports,Yoga Mat,31.95,2,63.9,0,0.0,63.9,East,VIP,PayPal
TXN001570,2023-01-09,2023,1,9,Monday,Clothing,T-Shirt,38.57,1,38.57,0,0.0,38.57,West,Returning,Bank Transfer
TXN003147,2023-01-09,2023,1,9,Monday,Clothing,Jeans,66.34,1,66.34,0,0.0,66.34,East,New,Debit Card
TXN007206,2023-01-09,2023,1,9,Monday,Books,Cookbook,24.45,1,24.45,20,4.89,19.56,South,New,Bank Transfer
TXN008631,2023-01-09,2023,1,9,Monday,Clothing,Jeans,59.24,5,296.2,0,0.0,296.2,South,Returning,Debit Card
TXN003493,2023-01-09,2023,1,9,Monday,Sports,Tennis Racket,60.11,1,60.11,0,0.0,60.11,North,Returning,Debit Card
TXN001780,2023-01-09,2023,1,9,Monday,Sports,Running Shoes,138.39,2,276.78,20,55.36,221.42,West,New,Bank Transfer
TXN005271,2023-01-10,2023,1,10,Tuesday,Electronics,MacBook Pro,2367.91,1,2367.91,0,0.0,2367.91,North,Returning,PayPal
TXN005621,2023-01-10,2023,1,10,Tuesday,Clothing,Jeans,69.43,1,69.43,0,0.0,69.43,South,New,Cash
TXN006435,2023-01-10,2023,1,10,Tuesday,Books,Fiction Novel,20.44,5,102.2,20,20.44,81.76,South,Returning,Bank Transfer
TXN004490,2023-01-10,2023,1,10,Tuesday,Home & Garden,Lamp,59.51,3,178.53,0,0.0,178.53,North,Returning,Bank Transfer
TXN007414,2023-01-10,2023,1,10,Tuesday,Clothing,Jacket,108.94,1,108.94,0,0.0,108.94,West,New,Credit Card
TXN007306,2023-01-10,2023,1,10,Tuesday,Sports,Bicycle,703.01,1,703.01,0,0.0,703.01,East,VIP,Cash
TXN005060,2023-01-10,2023,1,10,Tuesday,Sports,Bicycle,718.07,1,718.07,0,0.0,718.07,South,New,PayPal
TXN001813,2023-01-10,2023,1,10,Tuesday,Home & Garden,Vacuum Cleaner,220.19,1,220.19,0,0.0,220.19,West,New,PayPal
TXN000384,2023-01-10,2023,1,10,Tuesday,Books,Tech Book,56.06,3,168.18,0,0.0,168.18,East,VIP,Debit Card
TXN007071,2023-01-10,2023,1,10,Tuesday,Home & Garden,Lamp,55.2,1,55.2,0,0.0,55.2,East,Returning,Debit Card
TXN006919,2023-01-10,2023,1,10,Tuesday,Electronics,iPad Air,749.41,2,1498.82,0,0.0,1498.82,North,Returning,PayPal
TXN006174,2023-01-10,2023,1,10,Tuesday,Home & Garden,Coffee Maker,53.26,1,53.26,0,0.0,53.26,North,Returning,Bank Transfer
TXN005303,2023-01-10,2023,1,10,Tuesday,Electronics,iPad Air,620.62,4,2482.48,0,0.0,2482.48,North,New,Bank Transfer
TXN000467,2023-01-10,2023,1,10,Tuesday,Books,Fiction Novel,13.73,2,27.46,0,0.0,27.46,East,New,Cash
TXN005846,2023-01-11,2023,1,11,Wednesday,Books,Self-Help,27.5,3,82.5,0,0.0,82.5,North,VIP,Debit Card
TXN005628,2023-01-11,2023,1,11,Wednesday,Home & Garden,Lamp,35.17,3,105.51,5,5.28,100.23,East,Returning,Bank Transfer
TXN005625,2023-01-11,2023,1,11,Wednesday,Books,Children Book,17.31,1,17.31,0,0.0,17.31,West,Returning,Debit Card
TXN001537,2023-01-11,2023,1,11,Wednesday,Home & Garden,Air Purifier,216.71,4,866.84,10,86.68,780.16,South,Returning,PayPal
TXN006503,2023-01-11,2023,1,11,Wednesday,Electronics,iPhone 15,1093.33,3,3279.99,0,0.0,3279.99,West,VIP,PayPal
TXN001549,2023-01-11,2023,1,11,Wednesday,Electronics,iPhone 15,1147.68,2,2295.36,0,0.0,2295.36,East,Returning,Cash
TXN004818,2023-01-11,2023,1,11,Wednesday,Electronics,iPhone 15,1191.37,1,1191.37,0,0.0,1191.37,South,VIP,Bank Transfer
TXN001365,2023-01-11,2023,1,11,Wednesday,Clothing,Jacket,118.42,1,118.42,0,0.0,118.42,West,Returning,PayPal
TXN009626,2023-01-11,2023,1,11,Wednesday,Sports,Dumbbell Set,53.83,2,107.66,0,0.0,107.66,South,Returning,Bank Transfer
TXN000706,2023-01-11,2023,1,11,Wednesday,Clothing,Jacket,150.11,1,150.11,15,22.52,127.59,South,Returning,Bank Transfer
TXN001997,2023-01-11,2023,1,11,Wednesday,Clothing,Sneakers,121.38,2,242.76,0,0.0,242.76,West,New,Debit Card
TXN007758,2023-01-11,2023,1,11,Wednesday,Clothing,Jeans,51.99,1,51.99,0,0.0,51.99,East,Returning,Debit Card
TXN007602,2023-01-11,2023,1,11,Wednesday,Sports,Bicycle,403.81,2,807.62,0,0.0,807.62,West,Returning,Debit Card
TXN001740,2023-01-11,2023,1,11,Wednesday,Electronics,AirPods Pro,245.89,2,491.78,10,49.18,442.6,North,New,Credit Card
TXN004756,2023-01-12,2023,1,12,Thursday,Clothing,Jacket,116.9,1,116.9,0,0.0,116.9,West,New,Cash
TXN006385,2023-01-12,2023,1,12,Thursday,Clothing,Dress,116.39,1,116.39,5,5.82,110.57,South,VIP,Debit Card
TXN001647,2023-01-12,2023,1,12,Thursday,Clothing,Sneakers,91.39,3,274.17,10,27.42,246.75,West,Returning,Bank Transfer
TXN002534,2023-01-12,2023,1,12,Thursday,Books,Fiction Novel,16.58,1,16.58,25,4.14,12.44,East,New,Debit Card
TXN009553,2023-01-12,2023,1,12,Thursday,Sports,Tennis Racket,85.38,1,85.38,20,17.08,68.3,West,New,Cash
TXN000919,2023-01-12,2023,1,12,Thursday,Books,Self-Help,15.68,4,62.72,0,0.0,62.72,South,Returning,Debit Card
TXN003738,2023-01-12,2023,1,12,Thursday,Home & Garden,Coffee Maker,70.12,2,140.24,0,0.0,140.24,East,New,Bank Transfer
TXN007667,2023-01-12,2023,1,12,Thursday,Sports,Dumbbell Set,57.45,3,172.35,0,0.0,172.35,North,Returning,Debit Card
TXN001462,2023-01-13,2023,1,13,Friday,Clothing,Dress,94.7,2,189.4,0,0.0,189.4,West,Returning,Debit Card
TXN001869,2023-01-13,2023,1,13,Friday,Home & Garden,Air Purifier,198.88,1,198.88,0,0.0,198.88,East,VIP,Bank Transfer
TXN008440,2023-01-13,2023,1,13,Friday,Clothing,T-Shirt,30.32,1,30.32,5,1.52,28.8,North,Returning,Cash
TXN003915,2023-01-13,2023,1,13,Friday,Electronics,iPad Air,722.31,1,722.31,20,144.46,577.85,West,VIP,Cash
TXN006846,2023-01-13,2023,1,13,Friday,Electronics,AirPods Pro,227.99,2,455.98,20,91.2,364.78,North,Returning,Cash
TXN006907,2023-01-13,2023,1,13,Friday,Sports,Bicycle,478.83,3,1436.49,0,0.0,1436.49,South,VIP,PayPal
TXN006947,2023-01-13,2023,1,13,Friday,Clothing,T-Shirt,38.52,3,115.56,0,0.0,115.56,East,New,Debit Card
TXN009200,2023-01-13,2023,1,13,Friday,Home & Garden,Blender,61.13,3,183.39,0,0.0,183.39,West,Returning,Debit Card
TXN005827,2023-01-13,2023,1,13,Friday,Clothing,Jeans,76.29,2,152.58,0,0.0,152.58,North,Returning,PayPal
TXN003506,2023-01-13,2023,1,13,Friday,Electronics,AirPods Pro,203.71,1,203.71,0,0.0,203.71,East,Returning,Bank Transfer
TXN003524,2023-01-13,2023,1,13,Friday,Books,Tech Book,38.41,2,76.82,0,0.0,76.82,East,VIP,Bank Transfer
TXN002344,2023-01-13,2023,1,13,Friday,Electronics,Apple Watch,474.57,1,474.57,0,0.0,474.57,East,New,Cash
TXN005982,2023-01-13,2023,1,13,Friday,Sports,Bicycle,684.87,2,1369.74,0,0.0,1369.74,South,Returning,Credit Card
TXN001611,2023-01-14,2023,1,14,Saturday,Clothing,T-Shirt,30.35,3,91.05,0,0.0,91.05,East,Returning,Bank Transfer
TXN005479,2023-01-14,2023,1,14,Saturday,Electronics,iPad Air,756.2,1,756.2,0,0.0,756.2,East,Returning,Bank Transfer
TXN004647,2023-01-14,2023,1,14,Saturday,Electronics,MacBook Pro,2394.65,1,2394.65,0,0.0,2394.65,West,New,PayPal
TXN001569,2023-01-14,2023,1,14,Saturday,Electronics,iPhone 15,1157.54,1,1157.54,15,173.63,983.91,South,Returning,Bank Transfer
TXN007161,2023-01-14,2023,1,14,Saturday,Books,Children Book,15.1,1,15.1,0,0.0,15.1,North,New,PayPal
TXN003612,2023-01-14,2023,1,14,Saturday,Sports,Yoga Mat,27.0,1,27.0,0,0.0,27.0,South,VIP,Credit Card
TXN006355,2023-01-14,2023,1,14,Saturday,Electronics,iPhone 15,1110.36,3,3331.08,0,0.0,3331.08,South,New,Debit Card
TXN001106,2023-01-14,2023,1,14,Saturday,Home & Garden,Air Purifier,114.38,2,228.76,0,0.0,228.76,South,New,Debit Card
TXN008841,2023-01-14,2023,1,14,Saturday,Electronics,AirPods Pro,217.5,1,217.5,20,43.5,174.0,East,Returning,Bank Transfer
TXN000620,2023-01-14,2023,1,14,Saturday,Clothing,T-Shirt,35.96,1,35.96,0,0.0,35.96,West,Returning,Cash
TXN007965,2023-01-14,2023,1,14,Saturday,Clothing,Sneakers,94.78,2,189.56,5,9.48,180.08,South,New,PayPal
TXN006399,2023-01-14,2023,1,14,Saturday,Books,Fiction Novel,22.82,2,45.64,0,0.0,45.64,West,New,Cash
TXN004063,2023-01-14,2023,1,14,Saturday,Sports,Yoga Mat,35.62,2,71.24,0,0.0,71.24,East,Returning,PayPal
TXN008966,2023-01-14,2023,1,14,Saturday,Clothing,Sneakers,103.84,1,103.84,0,0.0,103.84,North,Returning,Cash
TXN007968,2023-01-15,2023,1,15,Sunday,Sports,Dumbbell Set,78.91,4,315.64,0,0.0,315.64,North,New,Bank Transfer
TXN007121,2023-01-15,2023,1,15,Sunday,Electronics,AirPods Pro,200.89,2,401.78,0,0.0,401.78,South,Returning,Cash
TXN007752,2023-01-15,2023,1,15,Sunday,Books,Cookbook,31.1,1,31.1,0,0.0,31.1,North,VIP,Bank Transfer
TXN003551,2023-01-15,2023,1,15,Sunday,Clothing,Jeans,79.0,4,316.0,0,0.0,316.0,West,VIP,Debit Card
TXN007747,2023-01-15,2023,1,15,Sunday,Electronics,iPad Air,655.36,1,655.36,0,0.0,655.36,West,Returning,PayPal
TXN007193,2023-01-15,2023,1,15,Sunday,Electronics,iPad Air,707.89,1,707.89,0,0.0,707.89,South,Returning,Credit Card
TXN006480,2023-01-15,2023,1,15,Sunday,Clothing,Dress,94.33,1,94.33,0,0.0,94.33,East,VIP,PayPal
TXN008939,2023-01-15,2023,1,15,Sunday,Clothing,Sneakers,110.07,3,330.21,25,82.55,247.66,North,Returning,Debit Card
